MARCA;MODELO;ANO
Acura;Legend 3.2/3.5;1994 Gasolina
Acura;Legend 3.2/3.5;1993 Gasolina
Acura;Legend 3.2/3.5;1992 Gasolina
Acura;Legend 3.2/3.5;1991 Gasolina
Agrale;MARRUÁ AM 100 2.8  CS TDI Diesel;2015 Diesel
Agrale;MARRUÁ AM 100 2.8  CS TDI Diesel;2014 Diesel
Agrale;MARRUÁ AM 100 2.8  CS TDI Diesel;2013 Diesel
Agrale;MARRUÁ AM 100 2.8  CS TDI Diesel;2012 Diesel
Agrale;MARRUÁ AM 100 2.8  CS TDI Diesel;2011 Diesel
Agrale;MARRUÁ AM 100 2.8  CS TDI Diesel;2010 Diesel
Agrale;MARRUÁ AM 100 2.8  CS TDI Diesel;2009 Diesel
Agrale;MARRUÁ AM 100 2.8  CS TDI Diesel;2008 Diesel
Agrale;MARRUÁ 2.8 12V 132cv TDI Diesel;2007 Diesel
Agrale;MARRUÁ 2.8 12V 132cv TDI Diesel;2006 Diesel
Agrale;MARRUÁ 2.8 12V 132cv TDI Diesel;2005 Diesel
Agrale;MARRUÁ 2.8 12V 132cv TDI Diesel;2004 Diesel
Alfa Romeo;Spider 2.0/3.0;1997 Gasolina
Alfa Romeo;Spider 2.0/3.0;1996 Gasolina
Alfa Romeo;Spider 2.0/3.0;1995 Gasolina
Alfa Romeo;Spider 2.0/3.0;1993 Gasolina
Alfa Romeo;Spider 2.0/3.0;1992 Gasolina
Alfa Romeo;Spider 2.0/3.0;1991 Gasolina
Asia Motors;Towner Furgão;1999 Gasolina
Asia Motors;Towner Furgão;1998 Gasolina
Asia Motors;Towner Furgão;1997 Gasolina
Asia Motors;Towner Furgão;1996 Gasolina
Asia Motors;Towner Furgão;1995 Gasolina
Asia Motors;Towner Furgão;1994 Gasolina
Asia Motors;Towner Pick-Up;1999 Gasolina
Asia Motors;Towner Pick-Up;1998 Gasolina
Asia Motors;Towner Pick-Up;1997 Gasolina
ASTON MARTIN;Vantage 6.0 V12 510cv;2012 Gasolina
Audi;A1 2.0 TFSI Quattro 256cv 3p;2013 Gasolina
ASTON MARTIN;DB9 Volante 6.0 V12 470cv;2011 Gasolina
ASTON MARTIN;Vantage S Coupe 4.7 V8 430cv;2012 Gasolina
ASTON MARTIN;Virage Coupe 6.0 V12 490cv;2012 Gasolina
Audi;A5 3.2 FSI 24V 269cv Multitronic;2009 Gasolina
Audi;A4 3.0 30V 218cv Quattro Tiptron./Aut 4p;2003 Gasolina
Audi;A5 Ambit. Plus Sport. 2.0 TFSI S tronic;2018 Gasolina
Fiat;Fiorino Endurance EVO 1.4 Flex 8V 2p;ERRO
Fiat;Elba S 1.6/ 1.5ie / 1.5 / 1.3;ERRO
Fiat;Elba CS 1.6 / 1.5 /1.3;ERRO
Fiat;Elba 1.6i.e/Top/CSL/ 1.6i.e/1.5 2p e 4p;ERRO
Fiat;Duna 1.6ie;ERRO
Fiat;Ducato-8 Furgão 2.5 Diesel;ERRO
Fiat;Ducato-15 Furgão 2.8 Diesel;ERRO
Audi;A3 Sedan 1.4/ Attra. 16V TB FSI S-tronic;2016 Gasolina
Audi;A3 Sedan 1.4/ Attra. 16V TB FSI S-tronic;2015 Gasolina
Audi;A3 Sedan 1.4/ Attra. 16V TB FSI S-tronic;2014 Gasolina
Audi;80 2.0 Avant;1995 Gasolina
Audi;80 2.0 Avant;1994 Gasolina
Audi;A4 1.8  Aut.;2001 Gasolina
Audi;A4 1.8  Aut.;2000 Gasolina
Audi;A4 1.8  Aut.;1999 Gasolina
Audi;A4 1.8  Aut.;1998 Gasolina
Audi;A4 1.8  Aut.;1997 Gasolina
Audi;A4 1.8  Aut.;1996 Gasolina
Audi;A4 1.8  Aut.;1995 Gasolina
Asia Motors;Towner Coach Full;1998 Gasolina
Asia Motors;Towner Coach Full;1997 Gasolina
Asia Motors;Towner Coach Full;1996 Gasolina
Asia Motors;Towner Coach Full;1995 Gasolina
ASTON MARTIN;Vanquish V12 6.0 565cv;2016 Gasolina
ASTON MARTIN;Vanquish V12 6.0 565cv;2014 Gasolina
Audi;A1 Sport 1.4 TFSI 185cv 3p S-tronic;2014 Gasolina
Audi;A1 Sport 1.4 TFSI 185cv 3p S-tronic;2013 Gasolina
Audi;A1 Sport 1.4 TFSI 185cv 3p S-tronic;2012 Gasolina
Asia Motors;Towner Luxo;1999 Gasolina
Asia Motors;Towner Luxo;1998 Gasolina
Asia Motors;Towner Luxo;1997 Gasolina
Asia Motors;Towner Super Luxo;1999 Gasolina
Asia Motors;Towner Super Luxo;1998 Gasolina
Asia Motors;Towner Super Luxo;1997 Gasolina
Agrale;MARRUÁ AM 150 2.8  CS TDI Diesel;2015 Diesel
Agrale;MARRUÁ AM 150 2.8  CS TDI Diesel;2014 Diesel
Agrale;MARRUÁ AM 150 2.8  CS TDI Diesel;2013 Diesel
Agrale;MARRUÁ AM 150 2.8  CS TDI Diesel;2012 Diesel
Agrale;MARRUÁ AM 150 2.8  CS TDI Diesel;2011 Diesel
Agrale;MARRUÁ AM 150 2.8  CS TDI Diesel;2010 Diesel
Agrale;MARRUÁ AM 150 2.8  CS TDI Diesel;2009 Diesel
Agrale;MARRUÁ AM 150 2.8  CS TDI Diesel;2008 Diesel
BRM;Buggy W. Turing/Luxo/M-11 Absolut 1.6 8V;2019 Gasolina
BRM;Buggy W. Turing/Luxo/M-11 Absolut 1.6 8V;2018 Gasolina
BRM;Buggy W. Turing/Luxo/M-11 Absolut 1.6 8V;2017 Gasolina
BRM;Buggy W. Turing/Luxo/M-11 Absolut 1.6 8V;2016 Gasolina
BRM;Buggy W. Turing/Luxo/M-11 Absolut 1.6 8V;2014 Gasolina
BRM;Buggy W. Turing/Luxo/M-11 Absolut 1.6 8V;2013 Gasolina
BRM;Buggy W. Turing/Luxo/M-11 Absolut 1.6 8V;2012 Gasolina
BRM;Buggy W. Turing/Luxo/M-11 Absolut 1.6 8V;2011 Gasolina
BRM;Buggy W. Turing/Luxo/M-11 Absolut 1.6 8V;2010 Gasolina
BRM;Buggy W. Turing/Luxo/M-11 Absolut 1.6 8V;2009 Gasolina
BRM;Buggy W. Turing/Luxo/M-11 Absolut 1.6 8V;2008 Gasolina
BRM;Buggy W. Turing/Luxo/M-11 Absolut 1.6 8V;2007 Gasolina
BRM;Buggy W. Turing/Luxo/M-11 Absolut 1.6 8V;2006 Gasolina
BRM;Buggy W. Turing/Luxo/M-11 Absolut 1.6 8V;2005 Gasolina
Audi;A3 Sportback 2.0 16V TFSI S-tronic;2013 Gasolina
Audi;A3 Sportback 2.0 16V TFSI S-tronic;2012 Gasolina
Audi;A3 Sportback 2.0 16V TFSI S-tronic;2011 Gasolina
Audi;A3 Sportback 2.0 16V TFSI S-tronic;2010 Gasolina
Audi;A3 Sportback 2.0 16V TFSI S-tronic;2009 Gasolina
Audi;A3 Sportback 2.0 16V TFSI S-tronic;2008 Gasolina
Audi;A3 Sportback 2.0 16V TFSI S-tronic;2007 Gasolina
Asia Motors;AM-825 Super Luxo 4.0 Diesel;1998 Diesel
Asia Motors;AM-825 Super Luxo 4.0 Diesel;1997 Diesel
Asia Motors;AM-825 Super Luxo 4.0 Diesel;1996 Diesel
Asia Motors;AM-825 Super Luxo 4.0 Diesel;1995 Diesel
Asia Motors;AM-825 Super Luxo 4.0 Diesel;1994 Diesel
Baby;Buggy 1.6 2-Lug.;1997 Gasolina
Baby;Buggy 1.6 2-Lug.;1996 Gasolina
Baby;Buggy 1.6 2-Lug.;1995 Gasolina
Baby;Buggy 1.6 2-Lug.;1994 Gasolina
Baby;Buggy 1.6 2-Lug.;1993 Gasolina
Baby;Buggy 1.6 2-Lug.;1992 Gasolina
Baby;Buggy 1.6 2-Lug.;1991 Gasolina
Baby;Buggy 1.6 2-Lug.;1990 Gasolina
Baby;Buggy 1.6 2-Lug.;1989 Gasolina
Baby;Buggy 1.6 2-Lug.;1988 Gasolina
Audi;80 S2 Avant;1995 Gasolina
Audi;80 S2 Avant;1994 Gasolina
Audi;80 2.8 Cabriolet;1999 Gasolina
Audi;80 2.8 Cabriolet;1998 Gasolina
Audi;80 2.8 Cabriolet;1997 Gasolina
Audi;80 2.8 Cabriolet;1996 Gasolina
Audi;80 2.8 Cabriolet;1995 Gasolina
Audi;80 2.8 Cabriolet;1994 Gasolina
Alfa Romeo;164 Super V6 24V;1996 Gasolina
Alfa Romeo;164 Super V6 24V;1995 Gasolina
Agrale;MARRUÁ AM 100 2.8 CD TDI Diesel;2015 Diesel
Agrale;MARRUÁ AM 100 2.8 CD TDI Diesel;2014 Diesel
Agrale;MARRUÁ AM 100 2.8 CD TDI Diesel;2013 Diesel
Agrale;MARRUÁ AM 100 2.8 CD TDI Diesel;2012 Diesel
Agrale;MARRUÁ AM 100 2.8 CD TDI Diesel;2011 Diesel
Agrale;MARRUÁ AM 100 2.8 CD TDI Diesel;2010 Diesel
Agrale;MARRUÁ AM 100 2.8 CD TDI Diesel;2009 Diesel
Agrale;MARRUÁ AM 100 2.8 CD TDI Diesel;2008 Diesel
Agrale;MARRUÁ AM 100 2.8 CD TDI Diesel;2007 Diesel
Alfa Romeo;164 3.0 V6;1996 Gasolina
Alfa Romeo;164 3.0 V6;1995 Gasolina
Alfa Romeo;164 3.0 V6;1994 Gasolina
Alfa Romeo;164 3.0 V6;1993 Gasolina
Alfa Romeo;164 3.0 V6;1992 Gasolina
Alfa Romeo;164 3.0 V6;1991 Gasolina
Audi;A3 1.6 5p Aut.;2003 Gasolina
Audi;A3 1.6 5p Aut.;2002 Gasolina
Audi;A3 1.6 5p Aut.;2001 Gasolina
Audi;A3 1.6 5p Aut.;2000 Gasolina
Audi;A3 1.6 5p Aut.;1999 Gasolina
Agrale;MARRUÁ AM 200 2.8 CS TDI Diesel;32000 Diesel
Agrale;MARRUÁ AM 200 2.8 CS TDI Diesel;2020 Diesel
Agrale;MARRUÁ AM 200 2.8 CS TDI Diesel;2019 Diesel
Agrale;MARRUÁ AM 200 2.8 CS TDI Diesel;2018 Diesel
Agrale;MARRUÁ AM 200 2.8 CS TDI Diesel;2017 Diesel
Agrale;MARRUÁ AM 200 2.8 CS TDI Diesel;2016 Diesel
Agrale;MARRUÁ AM 200 2.8 CS TDI Diesel;2015 Diesel
Agrale;MARRUÁ AM 200 2.8 CS TDI Diesel;2014 Diesel
Agrale;MARRUÁ AM 200 2.8 CS TDI Diesel;2013 Diesel
Agrale;MARRUÁ AM 200 2.8 CS TDI Diesel;2012 Diesel
Agrale;MARRUÁ AM 200 2.8 CS TDI Diesel;2011 Diesel
Agrale;MARRUÁ AM 200 2.8 CS TDI Diesel;2010 Diesel
Agrale;MARRUÁ AM 200 2.8 CS TDI Diesel;2009 Diesel
Agrale;MARRUÁ AM 200 2.8 CS TDI Diesel;2008 Diesel
Agrale;MARRUÁ AM 200 2.8 CS TDI Diesel;2007 Diesel
Audi;A3 Sportback 1.4 TFSI S-tronic;2018 Gasolina
Audi;A3 Sportback 1.4 TFSI S-tronic;2017 Gasolina
Audi;A3 Sportback 1.4 TFSI S-tronic;2016 Gasolina
Audi;A3 Sportback 1.4 TFSI S-tronic;2015 Gasolina
Audi;A3 Sportback 1.4 TFSI S-tronic;2014 Gasolina
Acura;Integra GS 1.8;1992 Gasolina
Acura;Integra GS 1.8;1991 Gasolina
Acura;NSX 3.0;1995 Gasolina
Acura;NSX 3.0;1994 Gasolina
Acura;NSX 3.0;1993 Gasolina
Acura;NSX 3.0;1992 Gasolina
Acura;NSX 3.0;1991 Gasolina
Asia Motors;Towner Truck;1998 Gasolina
Asia Motors;Towner Truck;1997 Gasolina
Asia Motors;Towner Truck;1996 Gasolina
Asia Motors;Towner Truck;1995 Gasolina
Asia Motors;Towner Truck;1994 Gasolina
Asia Motors;Towner Truck;1993 Gasolina
Asia Motors;Topic Carga 2.7 Diesel (furgão);1999 Diesel
Asia Motors;Topic Carga 2.7 Diesel (furgão);1998 Diesel
Asia Motors;Topic Carga 2.7 Diesel (furgão);1997 Diesel
AM Gen;Hummer Hard-Top 6.5 4x4 Diesel TB;2000 Diesel
AM Gen;Hummer Hard-Top 6.5 4x4 Diesel TB;1999 Diesel
AM Gen;Hummer Hard-Top 6.5 4x4 Diesel TB;1998 Diesel
Asia Motors;AM-825 Luxo 4.0 Diesel;1998 Diesel
Asia Motors;AM-825 Luxo 4.0 Diesel;1997 Diesel
Asia Motors;AM-825 Luxo 4.0 Diesel;1996 Diesel
Asia Motors;AM-825 Luxo 4.0 Diesel;1995 Diesel
Asia Motors;AM-825 Luxo 4.0 Diesel;1994 Diesel
Audi;A1 Sportback 1.4 TFSI 185cv 5p S-tronic;2015 Gasolina
Audi;A1 Sportback 1.4 TFSI 185cv 5p S-tronic;2014 Gasolina
Audi;A1 Sportback 1.4 TFSI 185cv 5p S-tronic;2013 Gasolina
Asia Motors;Towner Glass Van;1998 Gasolina
Asia Motors;Towner Glass Van;1997 Gasolina
Asia Motors;Towner Glass Van;1996 Gasolina
Asia Motors;Towner Glass Van;1995 Gasolina
Asia Motors;Towner Glass Van;1994 Gasolina
Asia Motors;Towner Glass Van;1993 Gasolina
Audi;80 2.0;1995 Gasolina
Audi;80 2.0;1994 Gasolina
Audi;A3 Sportback 1.8 16V TFSI S-tronic 5p;2016 Gasolina
Audi;A3 Sportback 1.8 16V TFSI S-tronic 5p;2015 Gasolina
Audi;A3 Sportback 1.8 16V TFSI S-tronic 5p;2014 Gasolina
Audi;100 2.8 V6 Avant;1995 Gasolina
Audi;100 2.8 V6 Avant;1994 Gasolina
Agrale;MARRUÁ AM 50 2.8 140cv TDI Diesel;2011 Diesel
Agrale;MARRUÁ AM 50 2.8 140cv TDI Diesel;2010 Diesel
Agrale;MARRUÁ AM 50 2.8 140cv TDI Diesel;2009 Diesel
Agrale;MARRUÁ AM 50 2.8 140cv TDI Diesel;2008 Diesel
ASTON MARTIN;DB9 Coupe 6.0 V12 510cv;2016 Gasolina
ASTON MARTIN;DB9 Coupe 6.0 V12 510cv;2014 Gasolina
Agrale;MARRUÁ AM 200 2.8  CD TDI Diesel;32000 Diesel
Agrale;MARRUÁ AM 200 2.8  CD TDI Diesel;2020 Diesel
Agrale;MARRUÁ AM 200 2.8  CD TDI Diesel;2019 Diesel
Agrale;MARRUÁ AM 200 2.8  CD TDI Diesel;2018 Diesel
Agrale;MARRUÁ AM 200 2.8  CD TDI Diesel;2017 Diesel
Agrale;MARRUÁ AM 200 2.8  CD TDI Diesel;2016 Diesel
Agrale;MARRUÁ AM 200 2.8  CD TDI Diesel;2015 Diesel
Agrale;MARRUÁ AM 200 2.8  CD TDI Diesel;2014 Diesel
Agrale;MARRUÁ AM 200 2.8  CD TDI Diesel;2013 Diesel
Agrale;MARRUÁ AM 200 2.8  CD TDI Diesel;2012 Diesel
Agrale;MARRUÁ AM 200 2.8  CD TDI Diesel;2011 Diesel
Agrale;MARRUÁ AM 200 2.8  CD TDI Diesel;2010 Diesel
Agrale;MARRUÁ AM 200 2.8  CD TDI Diesel;2009 Diesel
Agrale;MARRUÁ AM 200 2.8  CD TDI Diesel;2008 Diesel
ASTON MARTIN;Vantage Roadster 4.7 V8 420cv;2011 Gasolina
ASTON MARTIN;Vantage Roadster 4.7 V8 420cv;2010 Gasolina
Audi;A3 Sedan Prestige 1.4 TFSI Flex Tip.;32000 Gasolina
Audi;A3 Sedan Prestige 1.4 TFSI Flex Tip.;2021 Gasolina
Audi;A3 Sedan Prestige 1.4 TFSI Flex Tip.;2020 Gasolina
Audi;A3 Sedan Prestige 1.4 TFSI Flex Tip.;2019 Gasolina
Asia Motors;Topic Super Luxo Diesel;1999 Diesel
Asia Motors;Topic Super Luxo Diesel;1998 Diesel
Asia Motors;Topic Super Luxo Diesel;1997 Diesel
Asia Motors;Topic Super Luxo Diesel;1996 Diesel
Asia Motors;Hi-Topic STD Diesel;1998 Diesel
Asia Motors;Hi-Topic STD Diesel;1997 Diesel
Asia Motors;Hi-Topic STD Diesel;1996 Diesel
Asia Motors;Hi-Topic STD Diesel;1995 Diesel
Asia Motors;Hi-Topic STD Diesel;1994 Diesel
Asia Motors;Hi-Topic STD Diesel;1993 Diesel
ASTON MARTIN;Vantage S 6.0 V12 565cv;2016 Gasolina
ASTON MARTIN;Vantage S 6.0 V12 565cv;2015 Gasolina
AM Gen;Hummer Wagon 6.5 4x4 Diesel TB;2000 Diesel
AM Gen;Hummer Wagon 6.5 4x4 Diesel TB;1999 Diesel
AM Gen;Hummer Wagon 6.5 4x4 Diesel TB;1998 Diesel
Audi;A3 1.6 3p Aut.;2003 Gasolina
Audi;A3 1.6 3p Aut.;2002 Gasolina
Audi;A3 1.6 3p Aut.;2001 Gasolina
Audi;A3 1.6 3p Aut.;2000 Gasolina
Audi;A3 1.6 3p Aut.;1999 Gasolina
Audi;A3 Sport 2.0 16V TFSI S- tronic;2013 Gasolina
Audi;A3 Sport 2.0 16V TFSI S- tronic;2012 Gasolina
Audi;A3 Sport 2.0 16V TFSI S- tronic;2011 Gasolina
Audi;A3 Sport 2.0 16V TFSI S- tronic;2010 Gasolina
ASTON MARTIN;Vantage Coupe 4.7 V8 425cv;2016 Gasolina
ASTON MARTIN;Vantage Coupe 4.7 V8 425cv;2014 Gasolina
ASTON MARTIN;Vantage Coupe 4.7 V8 425cv;2012 Gasolina
ASTON MARTIN;Vantage Coupe 4.7 V8 425cv;2011 Gasolina
Audi;A3 1.8 3p Aut.;2004 Gasolina
Audi;A3 1.8 3p Aut.;2003 Gasolina
Audi;A3 1.8 3p Aut.;2002 Gasolina
Audi;A3 1.8 3p Aut.;2001 Gasolina
Audi;A3 1.8 3p Aut.;2000 Gasolina
Audi;A3 1.8 3p Aut.;1999 Gasolina
Audi;A3 1.8 3p Aut.;1998 Gasolina
Audi;A3 1.8 3p Aut.;1997 Gasolina
Audi;A3 Sport 1.8 16V TFSI S-tronic 3p;2014 Gasolina
Audi;A3 Sport 1.8 16V TFSI S-tronic 3p;2013 Gasolina
AM Gen;Hummer Open-Top 6.5 4x4 Diesel TB;2000 Diesel
AM Gen;Hummer Open-Top 6.5 4x4 Diesel TB;1999 Diesel
AM Gen;Hummer Open-Top 6.5 4x4 Diesel TB;1998 Diesel
Audi;A1 Sportback 1.8 TFSI 192cv 5p S-tronic;2018 Gasolina
Audi;A1 Sportback 1.8 TFSI 192cv 5p S-tronic;2017 Gasolina
Audi;A1 Sportback 1.8 TFSI 192cv 5p S-tronic;2016 Gasolina
Audi;A3 1.6 5p;2006 Gasolina
Audi;A3 1.6 5p;2005 Gasolina
Audi;A3 1.6 5p;2004 Gasolina
Audi;A3 1.6 5p;2003 Gasolina
Audi;A3 1.6 5p;2002 Gasolina
Audi;A3 1.6 5p;2001 Gasolina
Audi;A3 1.6 5p;2000 Gasolina
Audi;A3 1.6 5p;1999 Gasolina
Alfa Romeo;166 3.0 V6 24V;2003 Gasolina
Alfa Romeo;166 3.0 V6 24V;2002 Gasolina
Alfa Romeo;166 3.0 V6 24V;2001 Gasolina
Alfa Romeo;166 3.0 V6 24V;2000 Gasolina
Alfa Romeo;166 3.0 V6 24V;1999 Gasolina
Audi;100 2.8 V6;1995 Gasolina
Audi;100 2.8 V6;1994 Gasolina
Audi;100 2.8 V6;1993 Gasolina
Audi;A3 1.6 3p;2003 Gasolina
Audi;A3 1.6 3p;2002 Gasolina
Audi;A3 1.6 3p;2001 Gasolina
Audi;A3 1.6 3p;2000 Gasolina
Audi;A3 1.6 3p;1999 Gasolina
Audi;A1 1.4 TFSI 122cv S-tronic 3p;2014 Gasolina
Audi;A1 1.4 TFSI 122cv S-tronic 3p;2013 Gasolina
Audi;A1 1.4 TFSI 122cv S-tronic 3p;2012 Gasolina
Audi;A1 1.4 TFSI 122cv S-tronic 3p;2011 Gasolina
Audi;A3 Sedan Prestige Plus 1.4 TFSI Flex Tip;32000 Gasolina
Audi;A3 Sedan Prestige Plus 1.4 TFSI Flex Tip;2021 Gasolina
Audi;A3 Sedan Prestige Plus 1.4 TFSI Flex Tip;2020 Gasolina
Audi;A3 Sedan Prestige Plus 1.4 TFSI Flex Tip;2019 Gasolina
Audi;A1 Sportback 1.4 TFSI 5p S-tronic;2018 Gasolina
Audi;A1 Sportback 1.4 TFSI 5p S-tronic;2017 Gasolina
Audi;A1 Sportback 1.4 TFSI 5p S-tronic;2016 Gasolina
Audi;A1 Sportback 1.4 TFSI 5p S-tronic;2015 Gasolina
Audi;A1 Sportback 1.4 TFSI 5p S-tronic;2014 Gasolina
Audi;A1 Sportback 1.4 TFSI 5p S-tronic;2013 Gasolina
Audi;A3 Sportb. Prestige Plus 1.4 TFSI S-tron;32000 Gasolina
Audi;A3 Sportb. Prestige Plus 1.4 TFSI S-tron;2020 Gasolina
Audi;A3 Sportb. Prestige Plus 1.4 TFSI S-tron;2019 Gasolina
Audi;100 S-4 2.2 Avant Turbo;1995 Gasolina
Audi;100 S-4 2.2 Avant Turbo;1994 Gasolina
Baby;Buggy RS Evolution 1.8 8V;32000 Gasolina
Baby;Buggy RS Evolution 1.8 8V;2020 Gasolina
Baby;Buggy RS Evolution 1.8 8V;2019 Gasolina
Baby;Buggy RS Evolution 1.8 8V;2018 Gasolina
Alfa Romeo;2300 TI/TI-4;1986 Gasolina
Alfa Romeo;2300 TI/TI-4;1985 Gasolina
Asia Motors;Towner Panel Van;1998 Gasolina
Asia Motors;Towner Panel Van;1997 Gasolina
Asia Motors;Towner Panel Van;1996 Gasolina
Asia Motors;Towner Panel Van;1995 Gasolina
Asia Motors;Towner Panel Van;1994 Gasolina
Audi;A1 Sport. S Edition 1.4 TFSI 5p S-tronic;2017 Gasolina
Audi;A1 Sport. S Edition 1.4 TFSI 5p S-tronic;2016 Gasolina
Audi;A3 1.8 3p;2004 Gasolina
Audi;A3 1.8 3p;2003 Gasolina
Audi;A3 1.8 3p;2002 Gasolina
Audi;A3 1.8 3p;2001 Gasolina
Audi;A3 1.8 3p;2000 Gasolina
Audi;A3 1.8 3p;1999 Gasolina
Audi;A3 1.8 3p;1998 Gasolina
Audi;A3 1.8 3p;1997 Gasolina
Audi;A3 Sportback 2.0 16V TFSI Mec.;2011 Gasolina
Audi;A3 Sportback 2.0 16V TFSI Mec.;2010 Gasolina
Audi;A3 Sportback 2.0 16V TFSI Mec.;2009 Gasolina
Audi;A3 Sportback 2.0 16V TFSI Mec.;2008 Gasolina
Audi;A3 Sportback 2.0 16V TFSI Mec.;2007 Gasolina
Dodge;Durango Citadel 3.6 24V 4x4 Aut.;2013 Gasolina
Audi;A3 Sportback 1.6 8V 102cv 5p;ERRO
Audi;A3 Sedan 1.4 TFSI Flex Tiptronic 4p;ERRO
Audi;A3 Sed.1.8/1.8 Ambit.16V TB FSI S-tronic;ERRO
Audi;A3 Sed. Perform. Black 2.0 TFSI S-tronic;ERRO
