MARCA;MODELO;ANO
Fiat;Palio Weekend ELX 1.6 mpi;ERRO
Fiat;Palio Weekend ELX 1.5 mpi 4p;ERRO
Fiat;Palio Weekend ELX 1.4 mpi Fire Flex 8V;ERRO
Fiat;Palio Weekend ELX 1.3 mpi Flex 8V 4p;ERRO
Fiat;Palio Weekend ELX 1.3 mpi  Fire 16V;ERRO
Fiat;Palio Weekend ELX 1.0 mpi Fire 16V;ERRO
Fiat;Palio Weekend City 1.5/ 1.6 4p;ERRO
Fiat;Palio Weekend Adventure LOCKER 1.8 Flex;ERRO
Fiat;Palio Weekend Adventure 1.8 8V 103cv 4p;ERRO
Fiat;Palio Weekend Adventure 1.6 8V/16V;ERRO
Fiat;Palio Weekend Adv. LOCKER Ext. 1.8 Flex;ERRO
Fiat;Palio Weekend Adv. Loc.Ext.1.8 Dual.Flex;ERRO
Fiat;Palio Weekend Adv. Ext. 1.8 Flex;ERRO
Fiat;Palio Weekend Adv. Ext. 1.8 Dual. Flex;ERRO
Fiat;Palio Weekend 1.6 mpi 16V 4p;ERRO
Fiat;Palio Weekend 1.5 mpi 4p;ERRO
Fiat;Palio Weekend 1.0 6-marchas;ERRO
Fiat;Palio Week.Adv.LOCK.Dualogic 1.8 Flex;ERRO
Fiat;Palio Week.Adv. ITAL. Dual. 1.8 Flex 16V;ERRO
Fiat;Palio Week. ATTRACTIVE 1.4 Fire Flex 8V;ERRO
Fiat;Palio Week. Adv/Adv TRYON 1.8 mpi Flex;ERRO
Fiat;Palio Week. Adv. ITALIA 1.8 Flex 16V;ERRO
Fiat;Palio Week. Adv. Dualogic 1.8 Flex;ERRO
Fiat;Palio Way Celebration 1.0 F. Flex 8V 5p;ERRO
Fiat;Palio Way 1.0 Fire Flex 8V 5p;ERRO
Fiat;Palio W.ADV. LOCK. ITALIA 1.8 Flex 16V;ERRO
Fiat;Palio W.Adv. LOC. ITAL.Dual.1.8 Flex 16V;ERRO
Fiat;Palio Stile 1.6 mpi 16v 4p;ERRO
Fiat;Palio SPORTING Dualogic 1.6 Flex 16V 5p;ERRO
Fiat;Palio SPORTING Dual. B.Edit. 1.6 Flex 5p;ERRO
Fiat;Palio SPORTING B.Edit. 1.6 Flex 16V 5p;ERRO
Fiat;Palio SPORTING 1.6 Flex 16V 5p;ERRO
Fiat;Palio SPORT.INTERLAGOS Dual.1.6 Flex 16V;ERRO
Fiat;Palio SPORT.INTERLAGOS 1.6 Flex 16V;ERRO
Fiat;Palio Rua 1.0 Fire Flex 8V 5p;ERRO
Fiat;Palio HLX 1.8 mpi Flex 8V 4p;ERRO
Fiat;Palio HLX 1.8 mpi 8V 103cv 4p;ERRO
Fiat;Palio EX Century 1.0 mpi Fire 16v 4p;ERRO
Fiat;Palio EX Century 1.0 mpi Fire 16v 2p;ERRO
Fiat;Palio EX 1.8 mpi 8V 103cv 4p;ERRO
