MARCA;MODELO;ANO
VW - VolksWagen;VOYAGE 1.0/1.0 City Mi Total Flex 8V 4p;ERRO
VW - VolksWagen;VOYAGE Comfortline 1.0 T.Flex 12V 4p;ERRO
VW - VolksWagen;VOYAGE GL 1.8 4p (Argentino);ERRO
VW - VolksWagen;VOYAGE I MOTION COMF/Hghli.1.6 T.Flex 8V;ERRO
Pontiac;Trans-Sport SE 3.1;ERRO
Suzuki;Grand Vitara 2.0 16V 4x2/4x4 5p Mec.;ERRO
Toyota;Corolla Dynamic 2.0 Flex 16V Aut.;ERRO
Toyota;Corolla Fielder SW S 1.8 16V 136cv Mec;ERRO
Toyota;Hilux CS SRV 4x2 2.7 16V 142cv;ERRO
Toyota;Previa LX 2.5;ERRO
Toyota;RAV4 2.0 HIGH 4x2 16V Aut.;ERRO
Toyota;Band. Jipe 4x4 Sport 3.7 Diesel;ERRO
Toyota;Band. Jipe 4x4 Sport 3.7 Diesel;1999 Diesel
Toyota;Corolla Fielder SW S  1.8 16V 136cv Aut;ERRO
Toyota;Corolla Fielder SW S  1.8 16V 136cv Aut;2007 Gasolina
Toyota;Corolla Fielder SW SE-G 1.8 Flex 16V Aut;ERRO
Toyota;Corolla Fielder SW SE-G 1.8 Flex 16V Aut;2008 Gasolina
Toyota;Corolla GLi Upper Black P. 1.8 Flex Aut.;ERRO
Toyota;Corolla GLi Upper Black P. 1.8 Flex Aut.;2017 Gasolina
Toyota;Corolla S 1.8 16V 136cv Aut;ERRO
Toyota;Corolla S 1.8 16V 136cv Aut;2007 Gasolina
Toyota;Corolla S 1.8 16V 136cv Mec;ERRO
Toyota;Corolla S 1.8 16V 136cv Mec;2007 Gasolina
Toyota;Hilux CD Limited 4x4 3.0 TDI Diesel Aut.;ERRO
Toyota;Hilux CD Limited 4x4 3.0 TDI Diesel Aut.;2015 Diesel
Toyota;Hilux CD SR CHALL. 4x4 2.8 TDI Dies Aut.;ERRO
Toyota;Hilux CD SR CHALL. 4x4 2.8 TDI Dies Aut.;2018 Diesel
Toyota;Camry SW XLE 3.0 24V;ERRO
Toyota;Hilux CS DX 4x2 2.7 16V 142cv;ERRO
Toyota;Hilux SW4 SRX 4x4 4.0 V6 24V Aut.;ERRO
Toyota;RAV4 2.4 4x2 16V 170cv Aut.;ERRO
Toyota;RAV4 2.5 S Connect 4x4 Hybrid Aut.;ERRO
Toyota;RAV4 2.5 SX Connect 4x4 Hybrid Aut.;ERRO
Toyota;T-100 3.4 V6;ERRO
Toyota;YARIS S 1.5 Flex 16V 5p Aut.;ERRO
Toyota;YARIS XL 1.3 Flex 16V 5p Aut.;ERRO
Toyota;YARIS XL 1.3 Flex 16V 5p Mec.;ERRO
Toyota;YARIS XL Plus T. Sed. 1.5 Flex 16V Aut.;ERRO
Toyota;YARIS XL Sedan 1.5 Flex 16V 4p Aut.;ERRO
Toyota;YARIS XS 1.5 Flex 16V 5p Aut.;ERRO
Toyota;YARIS XS Sedan 1.5 Flex 16V 4p Aut.;ERRO
Toyota;Celica ST 1.8;ERRO
Toyota;Celica ST 1.8;1993 Gasolina
Toyota;Celica ST 1.8;1992 Gasolina
Toyota;ETIOS 1.3 Flex 16V 5p Mec.;ERRO
Toyota;ETIOS 1.3 Flex 16V 5p Mec.;2014 Gasolina
Toyota;ETIOS 1.3 Flex 16V 5p Mec.;2013 Gasolina
Toyota;ETIOS CROSS 1.5 Flex 16V 5p Aut.;ERRO
Toyota;ETIOS CROSS 1.5 Flex 16V 5p Aut.;2018 Gasolina
Peugeot;HOGGAR XR 1.4 Flex 8V 2p;ERRO
Subaru;Impreza SD WRX 2.0 16V TB 4x4;ERRO
Subaru;Impreza SD WRX STI 2.5 16V TB 4x4;ERRO
Subaru;Impreza SW GL 1.6/1.8/2.0 4x4 16V;ERRO
Subaru;Impreza SW GT 2.0 16V 4x4 Turbo Mec.;ERRO
Subaru;Impreza SW GX 2.0 16v 4x4 Aut.;ERRO
Subaru;Impreza SW WRX 2.0 16v 4x4 TB;ERRO
Subaru;Impreza SW WRX 2.5 16V TB 4x4 5p;ERRO
Subaru;Impreza WRX 2.5 16V TB 4x4 5p;ERRO
Subaru;Impreza WRX STI 2.5 16V TB 4x4;ERRO
SSANGYONG;Istana 2.9 95cv TB Diesel Int. 16Lug.;ERRO
Subaru;Legacy 2.0 16V 160cv Aut.;ERRO
Subaru;Legacy GL 1.8;ERRO
Subaru;Legacy GL TW 2.0 4x2 Mec./Aut.;ERRO
Subaru;Legacy GL TW 2.0 4x4 Aut.;ERRO
Subaru;Legacy GL TW 2.0 4x4 Mec.;ERRO
Subaru;Legacy GL/ GLS 2.0 Aut.;ERRO
Subaru;Legacy GT 2.5  16V 280cv Aut.;ERRO
Subaru;Legacy GX 2.5 4x4 Aut.;ERRO
Subaru;Legacy GX 2.5 4x4 Mec.;ERRO
Subaru;Legacy GX TW 2.2 4x4 Aut.;ERRO
Subaru;Legacy GX TW 2.2 4x4 Mec.;ERRO
Subaru;Legacy GX TW 2.5 4x4 Aut.;ERRO
Subaru;Legacy SW 2.2;ERRO
Subaru;Outback 3.0 H6 SW 245cv Aut.;ERRO
Subaru;Outback 3.6 H6 SW Aut.;ERRO
Subaru;SVX Cupê 3.3 4x4 Aut;ERRO
SHINERAY;SY1020 T 22 TRUCKS CD;ERRO
SHINERAY;SY6370 A7 PVAN;ERRO
Subaru;Vivio SD GLI 3p Mec.;ERRO
SSANGYONG;Chairman 3.2 V6 220cv Aut.;ERRO
Subaru;Impreza XV 2.0 16V 160cv Aut.;ERRO
VW - VolksWagen;Golf Variant Comfort. 1.4 TSI T.Flex Aut;ERRO
VW - VolksWagen;Parati 1.8 Mi CROSSOVER Total Flex 8V 4p;ERRO
VW - VolksWagen;Polo 1.0 Mi 79cv 16V 5p;ERRO
VW - VolksWagen;Polo Next 1.6 Mi 101cv 8V 5p;ERRO
VW - VolksWagen;Saveiro SPORTLINE 1.6 Mi Total Flex 8V;ERRO
VW - VolksWagen;TIGUAN 1.4 TSI 16V 150cv 5p;ERRO
VW - VolksWagen;up! Run I MOTION 1.0 Total Flex 12V 5p;ERRO
VW - VolksWagen;VOYAGE I MOTION  Trendline 1.6 T.Flex 8V;ERRO
VW - VolksWagen;Golf Highline 250 TSI 1.4 Flex 16V Aut.;ERRO
VW - VolksWagen;Golf SILVER EDIT. 2.0 Mi T.Flex 8v Mec.;ERRO
VW - VolksWagen;Golf Variant Comfortline 1.4 TSI Mec.;ERRO
VW - VolksWagen;Kombi Furgão Diesel;ERRO
VW - VolksWagen;Parati 1.8 Mi City Total Flex 8V 4p;ERRO
Suzuki;Jimny 4S 1.3 16V;ERRO
Suzuki;Jimny 4SPORT FOREST 1.3 16V;ERRO
Suzuki;Jimny 4STREET 1.3 16V;ERRO
Suzuki;Jimny Wide/ Jimny/4ALL 1.3 16V;ERRO
Renault;SANDERO NOKIA Hi-Flex 1.6 16V 5p;ERRO
Renault;SANDERO vibe Hi-Flex 1.6 8V 5p;ERRO
Renault;LOGAN Exclusive EasyR Hi-Flex 1.6 8V 4p;ERRO
Renault;LOGAN Exclusive EasyR Hi-Flex 1.6 8V 4p;2015 Gasolina
VW - VolksWagen;Parati Evidence 1.8 8V/ 1.0 16V TB 4p;ERRO
VW - VolksWagen;Polo GTI 1.8 Mi 150cv 20V Turbo 3p;ERRO
VW - VolksWagen;Saveiro Rock in Rio 1.6 Total Flex 8V CD;ERRO
VW - VolksWagen;Saveiro SPORTLINE 1.8 Mi Total Flex 8V;ERRO
VW - VolksWagen;Gol City 1.0 Total Flex 12V 2p;ERRO
VW - VolksWagen;Golf Comfort. 200 TSI 1.0 Flex 12V Aut.;ERRO
VW - VolksWagen;Golf Comfortline 1.0 TSI Total Flex Mec.;ERRO
VW - VolksWagen;Golf Comfortline 1.6 MSI Total Flex Aut.;ERRO
SSANGYONG;Korando 2.0 16V T.Diesel AWD Mec.;ERRO
Renault;Clio GetUp Hi-Flex 1.0 16V 3p;ERRO
Renault;Master 2.5 dCi Vitré 115cv Curto Diesel;ERRO
SSANGYONG;Rexton RX 270 2.7 165cv Xdi Diesel Aut.;ERRO
Toyota;ETIOS CROSS 1.5 Flex 16V 5p Aut.;2017 Gasolina
Toyota;ETIOS READY! 1.5 Flex 16V 5p Aut.;ERRO
Toyota;ETIOS READY! 1.5 Flex 16V 5p Aut.;2018 Gasolina
SSANGYONG;ACTYON SP DLX 2.2 7 4x4 178cv Dies. Aut.;ERRO
Seat;Ibiza 1.0i 8V;ERRO
Subaru;Impreza 1.5 16V 115cv Aut.;ERRO
Subaru;Impreza 1.5 16V 115cv Mec.;ERRO
SSANGYONG;Musso GLX 2.9 TB Diesel Int. 120cv Aut;ERRO
SHINERAY;SY6390 A9 CARGOV;ERRO
SSANGYONG;TIVOLI 1.6 16V 128cv Aut.;ERRO
SSANGYONG;TIVOLI DLX 1.6 16V 128cv Aut.;ERRO
SSANGYONG;XLV DLX 1.6 16V 128cv Aut.;ERRO
Subaru;XV 2.0 L 16V 4x4 Aut.;ERRO
SSANGYONG;ACTYON SPORTS 2.0 16V 155cv Diesel;ERRO
Subaru;Impreza SD 2.0 16V 160cv Aut.;ERRO
SSANGYONG;Musso SX 2.9 Diesel;ERRO
Seat;Cordoba 1.6L;ERRO
Seat;Ibiza 1.6L;ERRO
Subaru;Impreza 2.0 16V 160cv Aut.;ERRO
Nissan;Sentra 2.0/ 2.0 Flex Fuel 16V Aut.;ERRO
Renault;Master 2.5 dCi Vitré 115cv Longa Diesel;ERRO
Renault;Master 2.8 DTI 114cv 16L Diesel;ERRO
Renault;Megane G. Tour EXTREME 2.0 16V Aut.;ERRO
Renault;Megane Sed. EXTREME 2.0 16V Mec.;ERRO
Renault;SANDERO RS Racing Spirit Flex 2.0 16V 5p;ERRO
Renault;SANDERO STEPWAY EXP. Flex 1.6 16V 5p;ERRO
Renault;Scénic RT 2.0;ERRO
Renault;Scénic RXE Egeus 2.0;ERRO
Renault;Trafic Furgão Chassi Longo 2.2;ERRO
VW - VolksWagen;Golf Comfortline 1.6 MSI Total Flex Mec.;ERRO
VW - VolksWagen;Golf SILVER EDIT. 2.0 Mi T.Flex 8V Tip.;ERRO
VW - VolksWagen;Kombi LAST EDITION 56 1.4 Mi Total Flex;ERRO
VW - VolksWagen;Passat Comfortline 2.0 TSI 220cv Tip.;ERRO
VW - VolksWagen;Passat R-Line TB 2.0 TSI Tiptronic 4p;ERRO
VW - VolksWagen;Passat Variant R-Line TB 2.0 TSI Tip. 5p;ERRO
Porsche;718 Boxster GTS 4.0 400cv;ERRO
Porsche;718 Boxster GTS 4.0 400cv;32000 Gasolina
Porsche;718 Boxster GTS 4.0 400cv;2021 Gasolina
Porsche;911 4 GTS Targa 3.0 24V (991);ERRO
Porsche;911 4 GTS Targa 3.0 24V (991);2018 Gasolina
Porsche;911 4 GTS Targa 3.0 24V (991);2017 Gasolina
Nissan;Sentra SR 2.0 Flex Fuel 16V Mec.;ERRO
Nissan;Stanza XE 2.4 12V;ERRO
Nissan;TIIDA SL 1.8/1.8 Flex 16V  Mec.;ERRO
Nissan;VERSA SL 1.6 16V FlexStart 4p Aut.;ERRO
Nissan;VERSA Special Ed. 1.6 16V FlexStart Aut.;ERRO
Nissan;VERSA UNIQUE 1.6 16V Flex 4p Mec.;ERRO
Renault;Trafic Van 2.2;ERRO
Renault;ZOE Life 92cv (Elétrico);ERRO
Renault;Clio Dynamique 1.6 16V 110cv 3p;ERRO
Renault;Clio Dynamique Hi-Flex 1.6 16V 3p;ERRO
Renault;Clio GetUp Hi-Flex 1.0 16V 5p;ERRO
Renault;Clio Hi-Flex 1.0 16V 3p;ERRO
Renault;Clio Sedan Egeus Hi-Flex 1.6 16V 4p;ERRO
Renault;DUSTER DAKAR 4x2 2.0 Hi-Flex 16V Aut.;ERRO
Renault;DUSTER GoPro 1.6 16V Flex Aut.;ERRO
Renault;DUSTER Intense 1.6 16V Flex Aut.;ERRO
Renault;Kangoo RT 1.0 16V 70cv 5p;ERRO
Renault;Master 2.3 dCi Vitre Furgão 16V Diesel;ERRO
Renault;Master 2.8 DTI Chassi 114cv Diesel;ERRO
Renault;Master 2.8 Furgão 85cv Diesel curto;ERRO
Renault;Megane G. Tour EXTREME 2.0 16V Mec.;ERRO
Renault;Megane Hatch RXE/Egeus 1.6 16V;ERRO
Renault;Megane Sed. EXTREME 2.0 16V Aut.;ERRO
Renault;Megane Sed. EXTREME HI-Flex 1.6 16V Mec.;ERRO
Renault;SANDERO Dynamique Easy R Flex 1.6 16V 5p;ERRO
Renault;SANDERO Dynamique Flex 1.6 16V 5p;ERRO
Renault;SANDERO Expression EasyR Flex 1.6 16V 5p;ERRO
Renault;SANDERO GT Line Flex/RLI 1.6.16V 5p Aut.;ERRO
Renault;SANDERO GT line Hi-Power 1.6 8V 5p;ERRO
Renault;SANDERO STEP. Easy R R.CURL H.P. 1.6 5p;ERRO
Renault;19 RT 1.8/ 1.8i Conv.;ERRO
Renault;19 RT 1.8/ 1.8i Conv.;1995 Gasolina
Renault;19 RT 1.8/ 1.8i Conv.;1994 Gasolina
Renault;Clio Campus Hi-Flex 1.0 16V 3p;ERRO
Renault;Clio Campus Hi-Flex 1.0 16V 3p;2010 Gasolina
Renault;Clio Campus Hi-Flex 1.0 16V 3p;2009 Gasolina
Renault;Clio Campus Hi-Flex 1.0 16V 5p;ERRO
Renault;Clio Campus Hi-Flex 1.0 16V 5p;2010 Gasolina
Renault;Clio Campus Hi-Flex 1.0 16V 5p;2009 Gasolina
Renault;Clio Hi-Flex 1.0 16V 5p;ERRO
Renault;Clio Hi-Flex 1.0 16V 5p;2012 Gasolina
Renault;Clio Hi-Flex 1.0 16V 5p;2011 Gasolina
Renault;Clio Hi-Flex 1.6 16V 3p;ERRO
Renault;Clio Hi-Flex 1.6 16V 3p;2006 Gasolina
Renault;Clio Hi-Flex 1.6 16V 3p;2005 Gasolina
Renault;Clio Privilège Hi-Flex 1.0 16V 5p;ERRO
Nissan;X-TRAIL LE 2.0 16V 138cv Aut.;ERRO
Rover;Mini Cooper 1.3;ERRO
Toyota;ETIOS READY! 1.5 Flex 16V 5p Aut.;2017 Gasolina
SSANGYONG;Rexton RX 320 3.2 V6 235cv Aut.;ERRO
SHINERAY;SY1020 T20 TRUCKS;ERRO
VW - VolksWagen;Polo Classic 1.0 Mi 16v  65cv 4p;ERRO
VW - VolksWagen;Polo Sedan Evidence 1.6 Mi T.Flex 8v 4p;ERRO
VW - VolksWagen;up! Run 1.0 Total Flex 12V 5p;ERRO
Nissan;ZX 300 3.0 BI-Turbo;ERRO
SSANGYONG;ACTYON 2.3 16V 150cv Aut.;ERRO
Subaru;Forester 2.0 16v 4x4 Turbo Aut.;ERRO
Porsche;911 Carrera 4 GTS Cabri. 3.0 24V (991);ERRO
Porsche;911 Carrera 4 GTS Cabri. 3.0 24V (991);2019 Gasolina
Porsche;911 Carrera 4 GTS Cabri. 3.0 24V (991);2018 Gasolina
Porsche;911 Carrera 4 GTS Coupe 3.8 24V (991);ERRO
Porsche;911 Carrera 4 GTS Coupe 3.8 24V (991);2016 Gasolina
Porsche;911 Carrera 4 GTS Coupe 3.8 24V (991);2015 Gasolina
Porsche;911 Carrera Cabriolet 3.4/ 3.6 Mec.;ERRO
Porsche;911 Carrera Cabriolet 3.4/ 3.6 Mec.;2000 Gasolina
Porsche;911 Carrera Cabriolet 3.4/ 3.6 Mec.;1995 Gasolina
Porsche;911 Carrera Cabriolet-4 3.4 Tiptronic;ERRO
Porsche;911 Carrera Cabriolet-4 3.4 Tiptronic;1997 Gasolina
Porsche;911 Carrera Cabriolet-4 3.4 Tiptronic;1996 Gasolina
Porsche;911 Carrera Coupe Black Edi. 3.6/3.4 24V;ERRO
Porsche;911 Carrera Coupe Black Edi. 3.6/3.4 24V;2016 Gasolina
Porsche;911 Carrera Coupe Black Edi. 3.6/3.4 24V;2012 Gasolina
Porsche;911 Carrera Coupe GTS 3.8 24V 408cv;ERRO
Porsche;911 Carrera Coupe GTS 3.8 24V 408cv;2012 Gasolina
Porsche;911 Carrera Coupe GTS 3.8 24V 408cv;2011 Gasolina
Porsche;911 Carrera GTS Coupe 3.8 24V (991);ERRO
Porsche;911 Carrera GTS Coupe 3.8 24V (991);2016 Gasolina
Porsche;911 Carrera GTS Coupe 3.8 24V (991);2015 Gasolina
Porsche;911 Carrera T 3.0 370cv;ERRO
Porsche;911 Carrera T 3.0 370cv;2019 Gasolina
